,Adview
3280,2220.3586
3281,2142.8914
3282,1461.354
3283,1664.2733
3284,2142.4937
3285,1940.743
3286,1938.1051
3287,1507.2526
3288,2168.4412
3289,1216.0496
3290,1694.3175
3291,2539.9138
3292,1573.3856
3293,1420.0485
3294,2112.573
3295,1902.9686
3296,1176.414
3297,2265.1746
3298,1875.1327
3299,1345.7836
3300,1961.8184
3301,1518.598
3302,1280.8021
3303,2084.3909
3304,1943.1904
3305,1386.1577
3306,1977.8693
3307,1973.3218
3308,1832.4934
3309,2186.5266
3310,1936.288
3311,2082.944
3312,2232.6045
3313,2157.7258
3314,2111.4736
3315,2477.329
3316,2230.5305
3317,1748.9413
3318,1853.4432
3319,2185.2268
3320,1761.0731
3321,1981.0712
3322,2221.5457
3323,2054.7617
3324,1739.36
3325,1386.1224
3326,1339.8578
3327,1867.8231
3328,1585.6632
3329,1544.6315
3330,2036.5411
3331,2059.9817
3332,2109.6316
3333,1791.4518
3334,1661.2214
3335,2179.8186
3336,2356.7825
3337,2261.1755
3338,2349.8792
3339,2063.9739
3340,2267.8455
3341,2614.8264
3342,1836.5588
3343,2526.511
3344,1996.7023
3345,1580.1578
3346,1260.8655
3347,1419.5328
3348,2417.3904
3349,1607.8988
3350,1886.5938
3351,1191.1945
3352,1592.2603
3353,2237.2239
3354,2286.846
3355,2628.579
3356,1423.6287
3357,2104.3767
3358,2006.782
3359,1797.9186
3360,2564.34
3361,1913.1904
3362,1127.5096
3363,1716.3356
3364,1244.8298
3365,1747.6237
3366,1375.6022
3367,1028.373
3368,1533.6528
3369,2209.2415
3370,1398.2102
3371,1862.8491
3372,1411.4723
3373,2082.9614
3374,1244.7354
3375,888.746
3376,1326.4208
3377,2048.4922
3378,2245.5544
3379,2092.4358
3380,1666.4406
3381,1713.1344
3382,2347.0273
3383,1335.9479
3384,1648.5941
3385,1242.4513
3386,2149.0208
3387,2086.4539
3388,1604.6958
3389,2280.174
3390,2106.5632
3391,1881.1632
3392,2063.6858
3393,2368.0417
3394,1520.816
3395,2102.455
3396,1828.3551
3397,1364.2123
3398,1998.9818
3399,1498.5773
3400,1518.3816
3401,1984.7162
3402,2084.43
3403,1948.5734
3404,1351.25
3405,2110.4739
3406,2081.8987
3407,1516.4652
3408,2022.0592
3409,1564.0076
3410,1586.2992
3411,1955.1136
3412,1584.0392
3413,2133.771
3414,1790.1776
3415,1970.6405
3416,1557.2008
3417,2122.2808
3418,2066.6304
3419,1731.7867
3420,1583.5817
3421,2117.9805
3422,2213.314
3423,2175.7888
3424,2141.5408
3425,1434.9589
3426,1901.4645
3427,1821.8441
3428,1635.6459
3429,1354.2607
3430,1478.7684
3431,2524.177
3432,2104.86
3433,2188.86
3434,1983.5587
3435,1478.5255
3436,1897.414
3437,2232.8787
3438,2236.8457
3439,2096.1162
3440,1828.9554
3441,1532.9626
3442,1525.0236
3443,1931.1564
3444,1505.3102
3445,1525.7825
3446,2054.5154
3447,2111.647
3448,1137.5638
3449,1605.3511
3450,1557.538
3451,2104.4019
3452,968.79395
3453,2038.4064
3454,2238.0896
3455,1688.5082
3456,1829.8976
3457,1484.0416
3458,2064.3413
3459,1961.745
3460,1099.9535
3461,1741.7397
3462,1603.7799
3463,1713.7035
3464,1385.582
3465,2334.6106
3466,1749.2224
3467,2088.819
3468,2096.1785
3469,1399.536
3470,1212.0709
3471,1198.9094
3472,1768.857
3473,1822.6631
3474,2028.0833
3475,2021.8978
3476,2028.2019
3477,1409.1492
3478,1952.0413
3479,1576.1232
3480,1656.9406
3481,2095.2703
3482,2453.0774
3483,1543.633
3484,1897.859
3485,1618.3707
3486,2653.7942
3487,1557.793
3488,1071.6597
3489,1724.6239
3490,2142.4734
3491,2237.7424
3492,2273.821
3493,2074.7117
3494,1882.6613
3495,2413.9858
3496,1689.3531
3497,2169.5447
3498,1971.1019
3499,2012.4967
3500,1746.0594
3501,1867.9963
3502,1269.4575
3503,1360.0753
3504,2189.8694
3505,1962.8992
3506,1821.1339
3507,1478.6436
3508,2241.7607
3509,2526.7188
3510,1957.1903
3511,1393.1643
3512,2316.0403
3513,1736.0355
3514,2103.2053
3515,2193.342
3516,1697.5077
3517,1468.8114
3518,2036.4872
3519,1658.8014
3520,2355.0398
3521,26.659264
3522,2180.2693
3523,1983.579
3524,1970.5024
3525,1175.4894
3526,1938.4879
3527,1101.6051
3528,1939.237
3529,1766.1212
3530,2114.6455
3531,1298.3615
3532,1549.368
3533,1662.5107
3534,1947.3966
3535,1971.9025
3536,1349.6968
3537,1463.4315
3538,2037.0983
3539,2356.7434
3540,1594.6603
3541,1927.2179
3542,1785.8158
3543,1613.3046
3544,2051.4045
3545,1895.7084
3546,1944.7446
3547,2228.1208
3548,1206.705
3549,2051.378
3550,1520.484
3551,2038.7748
3552,1093.5328
3553,2147.759
3554,1962.809
3555,1161.5582
3556,1271.2494
3557,2078.5818
3558,1645.7205
3559,2223.6116
3560,1244.3557
3561,2428.5793
3562,2259.3848
3563,1428.9554
3564,1578.2289
3565,1362.2162
3566,2010.6132
3567,1268.0826
3568,1829.163
3569,1817.6394
3570,1821.0
3571,1925.3363
3572,1919.6215
3573,2124.0647
3574,1592.6486
3575,2061.0688
3576,2034.6804
3577,1330.2921
3578,2202.3577
3579,2539.1501
3580,1504.7251
3581,1963.215
3582,2115.1616
3583,1245.7566
3584,1613.2317
3585,1669.8317
3586,1600.1344
3587,1326.9882
3588,1136.2228
3589,1651.402
3590,1470.7416
3591,1825.5847
3592,2436.4973
3593,2246.6409
3594,1831.8248
3595,1560.1464
3596,2381.5232
3597,1202.7645
3598,2670.1882
3599,1570.0164
3600,1702.9218
3601,1094.5541
3602,1983.8313
3603,1875.9723
3604,1764.5248
3605,2379.0417
3606,2528.6052
3607,2136.267
3608,2199.7253
3609,654.32074
3610,1275.4893
3611,2134.9917
3612,1737.8387
3613,2028.3131
3614,1655.6515
3615,1568.1078
3616,1667.0665
3617,1671.1215
3618,2125.3616
3619,754.09717
3620,1425.2455
3621,2127.8157
3622,1401.6869
3623,1867.2831
3624,2015.6346
3625,2179.3074
3626,493.31058
3627,1962.101
3628,1559.7322
3629,1785.4037
3630,1266.6227
3631,1266.9071
3632,2312.7766
3633,2169.2258
3634,1559.2035
3635,586.3375
3636,2167.618
3637,1618.6332
3638,2151.3083
3639,2376.7498
3640,1788.0676
3641,1505.859
3642,1615.2279
3643,1716.9723
3644,2257.5745
3645,1982.2662
3646,1830.0284
3647,1943.9548
3648,2095.4404
3649,2033.1676
3650,1539.4738
3651,1802.301
3652,2206.784
3653,2227.1423
3654,1581.6675
3655,1742.1964
3656,1768.0901
3657,2195.8513
3658,2022.2489
3659,2103.345
3660,1349.7577
3661,1553.9928
3662,2136.8618
3663,1365.0911
3664,1087.3248
3665,1700.7157
3666,2154.5896
3667,1837.3021
3668,1279.7368
3669,1239.4816
3670,2071.2058
3671,2533.7112
3672,2178.5996
3673,1875.0045
3674,1216.2964
3675,2101.5266
3676,1508.1494
3677,1061.2738
3678,719.04755
3679,2160.8489
3680,1501.7465
3681,1708.0687
3682,1625.9052
3683,2013.0382
3684,1582.6788
3685,1289.7618
3686,1952.8093
3687,1131.5576
3688,2326.9417
3689,2055.6038
3690,2232.9592
3691,2173.4136
3692,1940.239
3693,2125.3506
3694,2120.2124
3695,1660.0973
3696,2253.453
3697,2060.428
3698,1744.1107
3699,2011.7242
3700,1091.7494
3701,1601.7155
3702,1774.9896
3703,2387.6892
3704,2346.4746
3705,1061.3909
3706,1431.7621
3707,2391.5774
3708,2161.7454
3709,1861.1381
3710,1329.0531
3711,1947.784
3712,1398.2404
3713,2075.9177
3714,2192.8054
3715,1224.6757
3716,2363.1892
3717,2155.8015
3718,2498.4045
3719,1380.6868
3720,1251.2689
3721,1460.9955
3722,2091.3828
3723,2152.5051
3724,2196.265
3725,1786.0092
3726,2105.3655
3727,1915.1659
3728,1667.5228
3729,1969.6715
3730,1538.1205
3731,2075.7844
3732,1661.9119
3733,1755.2305
3734,1953.0413
3735,2209.972
3736,899.89307
3737,3008.989
3738,1946.6752
3739,1387.7065
3740,2022.4321
3741,2220.116
3742,2153.5222
3743,1933.839
3744,2345.1804
3745,1361.242
3746,2463.462
3747,2309.5063
3748,2080.8838
3749,1267.909
3750,2033.7775
3751,1673.8857
3752,2306.4407
3753,1560.9465
3754,2128.5088
3755,1702.4344
3756,2502.208
3757,1573.9901
3758,2153.3315
3759,2074.9456
3760,1536.4275
3761,1537.7216
3762,2596.805
3763,1428.818
3764,1398.7594
3765,2118.8962
3766,2122.7935
3767,2043.868
3768,1864.6682
3769,1932.15
3770,1219.5277
3771,2135.4607
3772,1909.4531
3773,1811.5057
3774,2017.421
3775,1583.9657
3776,1093.4806
3777,1601.7953
3778,1999.851
3779,1503.7594
3780,2233.239
3781,2040.9193
3782,1653.2784
3783,1513.9105
3784,1540.1854
3785,1162.8228
3786,2142.0188
3787,2026.7189
3788,2239.351
3789,1999.0106
3790,1780.0327
3791,1140.1093
3792,2393.843
3793,1362.6843
3794,1867.4565
3795,2430.5295
3796,1688.5614
3797,2395.07
3798,1616.7904
3799,2041.5486
3800,1956.232
3801,1212.1505
3802,1679.2687
3803,1102.535
3804,26.659264
3805,2155.3223
3806,1483.92
3807,1989.9706
3808,2220.3596
3809,1677.3444
3810,1312.4242
3811,1356.7625
3812,2138.1018
3813,2165.0728
3814,1404.926
3815,2096.0588
3816,1486.2797
3817,1541.583
3818,2447.5276
3819,2317.6462
3820,1638.0773
3821,2461.5256
3822,1533.6991
3823,1737.3073
3824,2070.329
3825,1324.2594
3826,1597.5464
3827,2148.2197
3828,1845.2455
3829,1956.8374
3830,1985.3019
3831,1284.0101
3832,2506.9382
3833,1972.6118
3834,1917.3927
3835,1424.7274
3836,1909.8646
3837,1727.5905
3838,2052.5295
3839,1209.931
3840,1546.9207
3841,1187.3826
3842,1596.5399
3843,1427.3759
3844,2513.1902
3845,1980.9504
3846,2030.465
3847,1324.3824
3848,1949.7411
3849,1432.069
3850,1990.0743
3851,2203.5417
3852,1782.0411
3853,2527.9338
3854,1395.2675
3855,1649.2161
3856,2614.8977
3857,2483.4001
3858,1944.7118
3859,1165.5629
3860,1604.7714
3861,2476.2864
3862,2064.2385
3863,2079.1704
3864,1541.4293
3865,2607.758
3866,2032.568
3867,2308.6775
3868,2448.0603
3869,1848.8949
3870,1129.8358
3871,2303.8225
3872,2162.781
3873,2145.171
3874,2045.0758
3875,2533.0217
3876,2116.5068
3877,2421.718
3878,1494.121
3879,2116.058
3880,1913.3794
3881,2511.3674
3882,1914.7234
3883,1775.7722
3884,2194.3108
3885,1113.4069
3886,1998.6727
3887,1223.6195
3888,2015.6228
3889,1784.8456
3890,2004.4468
3891,1465.3453
3892,2026.8629
3893,1754.7162
3894,1615.1339
3895,1559.2736
3896,2003.6304
3897,1953.0148
3898,1664.7035
3899,1430.7018
3900,1466.7928
3901,988.34906
3902,2389.116
3903,2045.6252
3904,1568.1957
3905,2000.8502
3906,1816.235
3907,1405.7496
3908,2219.4607
3909,1846.0006
3910,1456.0114
3911,2436.8152
3912,2179.571
3913,2214.5603
3914,1865.2959
3915,2055.871
3916,1151.1896
3917,1738.582
3918,1916.3156
3919,2357.8389
3920,1695.1224
3921,1659.746
3922,2080.5632
3923,1481.5824
3924,1919.0549
3925,1321.6301
3926,2100.958
3927,1743.0238
3928,2221.909
3929,2024.6407
3930,1845.7882
3931,1919.2062
3932,1776.8707
3933,1622.9462
3934,2121.4016
3935,2010.5753
3936,2533.2253
3937,2142.1326
3938,2211.165
3939,2015.7756
3940,1244.8644
3941,1615.6069
3942,1529.8488
3943,2080.6055
3944,2219.8699
3945,1534.1897
3946,2263.7551
3947,1931.581
3948,1499.4337
3949,1391.4244
3950,1172.808
3951,1981.1141
3952,1670.4452
3953,1380.9576
3954,2017.3417
3955,1562.9244
3956,2105.7415
3957,1547.7682
3958,2153.049
3959,2137.5999
3960,1628.4106
3961,2361.9104
3962,2200.3372
3963,1501.5231
3964,1486.3335
3965,2180.6177
3966,2113.595
3967,1973.4337
3968,2369.363
3969,1428.5795
3970,2081.5645
3971,2163.2524
3972,2150.3838
3973,1808.9923
3974,772.4185
3975,1004.5927
3976,2010.4316
3977,1735.5042
3978,1577.4913
3979,2107.128
3980,1574.9735
3981,2196.8328
3982,2519.633
3983,1451.2672
3984,1954.1946
3985,1290.2871
3986,2325.7678
3987,1903.0991
3988,2201.3276
3989,1699.9677
3990,1762.4362
3991,1703.3568
3992,2030.3236
3993,1338.6372
3994,1580.1349
3995,1223.8622
3996,2194.846
3997,2192.2617
3998,2032.4242
3999,1319.6265
4000,1099.4938
4001,1242.3986
4002,2153.9338
4003,1417.0656
4004,1024.6973
4005,2433.0935
4006,1947.8326
4007,1568.6016
4008,1400.1218
4009,1627.3336
4010,1112.1251
4011,1909.1643
4012,2206.2122
4013,1290.4644
4014,2152.1038
4015,1852.1815
4016,2147.5127
4017,1613.7064
4018,1594.3639
4019,1566.2933
4020,1955.4557
4021,1333.3738
4022,2008.0708
4023,1801.5819
4024,2137.8599
4025,1631.0992
4026,1816.244
4027,1696.3556
4028,1293.7238
4029,1261.029
4030,2103.2874
4031,1563.2538
4032,1836.4504
4033,1931.6732
4034,1434.3442
4035,1890.5656
4036,2105.9644
4037,2151.33
4038,1416.4044
4039,1043.7389
4040,1586.4325
4041,1991.3131
4042,1679.7303
4043,2446.7195
4044,2364.5642
4045,2127.4648
4046,2113.739
4047,2121.4768
4048,1797.9601
4049,2464.235
4050,1416.8148
4051,1506.8177
4052,1194.7762
4053,2183.4219
4054,1462.8688
4055,1161.6244
4056,2159.3591
4057,1515.3315
4058,997.9465
4059,1734.4683
4060,2218.473
4061,1199.9454
4062,2041.0586
4063,1979.9163
4064,2271.0867
4065,1604.6824
4066,2357.116
4067,1784.9288
4068,1478.11
4069,1904.2228
4070,2032.4918
4071,1604.3539
4072,1240.2555
4073,1546.4357
4074,1654.8378
4075,1534.1481
4076,2133.3335
4077,2600.4014
4078,2292.5762
4079,2306.3748
4080,2148.269
4081,2107.1565
4082,1648.9237
4083,1832.8805
4084,1222.6295
4085,1505.1224
4086,2538.963
4087,1476.9056
4088,1384.3788
4089,1891.8395
4090,2193.723
4091,2177.172
4092,1989.0118
4093,1797.6034
4094,2279.4695
4095,1776.6866
4096,2371.8994
4097,1903.2635
4098,2385.1125
4099,1564.8859
4100,1752.2545
4101,2405.4246
4102,2350.1895
4103,2130.1392
4104,2113.5576
4105,2209.7156
4106,2148.3052
4107,1395.3627
4108,1859.1107
4109,2350.7688
4110,2438.7004
4111,2474.5742
4112,1414.7183
4113,1484.5626
4114,1495.7743
4115,828.9137
4116,1928.2396
4117,2200.4512
4118,1445.3483
4119,1433.1241
4120,2440.6975
4121,2226.4736
4122,1385.2894
4123,2352.9111
4124,1624.8707
4125,1786.374
4126,1540.4647
4127,1879.0587
4128,1336.5155
4129,1667.3226
4130,1417.7443
4131,1834.3143
4132,2461.7864
4133,1221.1981
4134,2150.28
4135,2253.3933
4136,1546.5149
4137,1452.4178
4138,1929.3817
4139,2327.057
4140,1237.2806
4141,2225.1013
4142,1840.2028
4143,2133.3342
4144,1489.6495
4145,1473.5387
4146,1607.5028
4147,1777.3785
4148,2164.056
4149,1665.4874
4150,1890.8499
4151,1754.9066
4152,1424.9625
4153,1808.9291
4154,2150.5862
4155,1531.3331
4156,2035.3954
4157,1946.391
4158,1247.726
4159,1791.4661
4160,2468.471
4161,1275.0353
4162,2430.8696
4163,1457.2557
4164,2128.4924
4165,2076.1357
4166,1619.6454
4167,2101.632
4168,1282.3983
4169,2116.6514
4170,1365.7706
4171,2043.3954
4172,2332.5315
4173,2033.5275
4174,1707.4673
4175,1640.8444
4176,1860.8578
4177,2165.2976
4178,1960.119
4179,2137.797
4180,2203.5833
4181,1546.1813
4182,1927.0453
4183,2067.2249
4184,1513.3136
4185,2141.1497
4186,2049.9534
4187,2055.7893
4188,1639.8185
4189,1142.1
4190,2072.786
4191,1522.6272
4192,2076.4248
4193,1331.3866
4194,2318.7346
4195,2506.6633
4196,2025.3279
4197,1989.0004
4198,1356.9762
4199,1809.2594
4200,2110.597
4201,2687.798
4202,2161.6233
4203,1506.9728
4204,1679.443
4205,2163.4636
4206,1694.5516
4207,1856.403
4208,2501.1492
4209,1731.866
4210,815.1859
4211,1805.6707
4212,2419.744
4213,1290.4308
4214,2187.6292
4215,2079.7708
4216,1977.8033
4217,1982.1451
4218,2200.631
4219,2221.3513
4220,2265.6897
4221,1258.1381
4222,1154.7294
4223,1172.2426
4224,2083.0715
4225,2432.828
4226,2440.0398
4227,2149.4846
4228,2680.3862
4229,1979.1461
4230,2048.492
4231,1984.9537
4232,2110.652
4233,883.0666
4234,2390.8958
4235,2160.1191
4236,2225.5242
4237,1951.0009
4238,1764.8138
4239,1579.0621
4240,1794.1747
4241,1303.2809
4242,1632.0491
4243,1472.6456
4244,2113.1577
4245,1718.8315
4246,1388.5009
4247,1385.7982
4248,2194.1726
4249,2145.5632
4250,2442.0518
4251,1786.8065
4252,1723.5048
4253,2089.2466
4254,2423.207
4255,1769.0205
4256,2171.1052
4257,2327.6885
4258,1998.8402
4259,1070.1663
4260,2342.1282
4261,2201.1726
4262,1766.6178
4263,2494.8474
4264,1669.8986
4265,1371.0767
4266,2160.647
4267,2165.004
4268,2052.9485
4269,1839.2313
4270,1787.8336
4271,2167.523
4272,2112.2227
4273,2170.1262
4274,1410.2986
4275,1081.1146
4276,2096.0232
4277,1621.5123
4278,2164.013
4279,1726.039
4280,1354.6713
4281,2105.4739
4282,1818.8446
4283,1193.9413
4284,1526.6434
4285,1794.4066
4286,2133.3225
4287,2174.7073
4288,1485.0422
4289,1680.5079
4290,1805.0194
4291,1766.901
4292,2220.54
4293,1200.2235
4294,1666.9347
4295,1605.0477
4296,1397.0682
4297,1895.3745
4298,2089.6345
4299,1696.1578
4300,2149.7996
4301,2091.8098
4302,2452.0134
4303,1721.9506
4304,1880.7352
4305,1474.329
4306,1390.1205
4307,1895.1134
4308,1199.5992
4309,1675.737
4310,2180.138
4311,2006.2117
4312,2236.113
4313,1976.2188
4314,1963.37
4315,1861.0208
4316,2369.909
4317,1696.6471
4318,1541.6617
4319,2115.7625
4320,2076.7214
4321,2579.222
4322,2141.8389
4323,1305.4178
4324,1215.7694
4325,2097.6096
4326,1757.6273
4327,2093.8208
4328,1379.2811
4329,2136.4348
4330,1880.0011
4331,2062.9827
4332,1154.455
4333,659.5877
4334,1307.0016
4335,2124.1152
4336,1035.2474
4337,1900.3956
4338,2100.7783
4339,1927.4897
4340,26.659264
4341,2133.172
4342,1815.4153
4343,1488.3151
4344,2172.1233
4345,2343.6018
4346,1571.7367
4347,1364.0743
4348,1612.8102
4349,1805.5106
4350,2145.239
4351,1932.5461
4352,1501.5385
4353,2110.2043
4354,2315.6152
4355,1425.5985
4356,1418.171
4357,2405.8132
4358,2387.7488
4359,1984.911
4360,2252.525
4361,1605.2618
4362,2089.0793
4363,1838.5135
4364,2119.5413
4365,2122.3113
4366,2139.128
4367,1414.795
4368,2099.491
4369,2103.3123
4370,1450.8431
4371,1123.8851
4372,2139.3086
4373,2367.6462
4374,1212.5945
4375,1968.7114
4376,1262.3373
4377,1604.944
4378,2143.2131
4379,2034.2528
4380,1409.4823
4381,1890.18
4382,2248.8362
4383,1355.3226
4384,2147.5266
4385,2442.5142
4386,2123.6853
4387,1368.5614
4388,1826.1307
4389,1467.8193
4390,1606.7245
4391,1956.4583
4392,1662.2421
4393,1980.6425
4394,1428.6558
4395,1029.5406
4396,1930.0651
4397,1471.1854
4398,2033.9554
4399,1416.8666
4400,1236.1298
4401,1823.0585
4402,2200.947
4403,2071.9167
4404,1946.5099
4405,1448.8341
4406,1531.9779
4407,1689.5812
4408,2146.7737
4409,1496.1964
4410,1630.1984
4411,1773.786
4412,2153.028
4413,1544.2291
4414,1380.196
4415,2134.1697
4416,2037.4005
4417,2396.8457
4418,1030.4061
4419,1856.9535
4420,2085.308
4421,2101.1436
4422,1553.4076
4423,2074.3623
4424,26.659264
4425,1383.2352
4426,1332.9703
4427,2148.7073
4428,1858.838
4429,1426.4167
4430,1825.048
4431,1106.2667
4432,1507.8646
4433,1294.1821
4434,1897.3217
4435,1213.7811
4436,2160.1462
4437,1444.5056
4438,1764.5297
4439,2205.82
4440,2059.9282
4441,1226.9316
4442,2087.7864
4443,1117.888
4444,1583.1176
4445,1468.0043
4446,1305.6776
4447,1195.375
4448,2158.5774
4449,2107.071
4450,1160.4377
4451,26.659264
4452,1943.8323
4453,1540.921
4454,2360.2659
4455,1416.6808
4456,1583.6824
4457,1426.0729
4458,1781.3191
4459,1824.9144
4460,1512.027
4461,2410.7458
4462,2133.2021
4463,2133.88
4464,1806.743
4465,2095.4556
4466,2567.3374
4467,2158.1052
4468,1365.1661
4469,2304.0005
4470,1635.2657
4471,2089.8582
4472,1556.871
4473,2246.806
4474,2081.5117
4475,1916.1616
4476,2149.946
4477,1464.6759
4478,1572.4344
4479,1243.0831
4480,1451.2689
4481,1831.1635
4482,1541.9537
4483,1297.3082
4484,1825.3129
4485,1238.2826
4486,1899.7957
4487,1679.6539
4488,2241.4597
4489,2537.0242
4490,1961.5432
4491,1396.622
4492,2013.4951
4493,1629.1733
4494,1263.245
4495,2036.0658
4496,1044.943
4497,1086.4838
4498,1463.3168
4499,2058.011
4500,2046.819
4501,1847.0936
4502,2074.8904
4503,1942.2279
4504,2178.3948
4505,1328.4702
4506,1667.2351
4507,2213.5566
4508,1767.7515
4509,1201.8031
4510,2232.043
4511,1742.1443
4512,1146.8396
4513,2134.452
4514,2063.6472
4515,2137.5544
4516,1917.1829
4517,1653.7955
4518,1931.305
4519,2056.4236
4520,1915.3368
4521,1628.1205
4522,2392.8186
4523,2121.0835
4524,2294.5535
4525,2136.53
4526,1108.3787
4527,1356.7401
4528,1558.5765
4529,1905.2759
4530,2146.1653
4531,1460.0822
4532,1659.6686
4533,1934.0277
4534,2052.2195
4535,2031.5376
4536,1812.2859
4537,1543.3799
4538,1341.2106
4539,2007.7181
4540,2173.277
4541,1919.7122
4542,1608.6279
4543,1875.7819
4544,1611.3163
4545,2384.2937
4546,2057.5728
4547,1785.5499
4548,1956.8368
4549,1151.3058
4550,2069.8264
4551,2002.5645
4552,1813.4767
4553,1957.1469
4554,1760.8148
4555,1784.3218
4556,2229.6558
4557,2171.9846
4558,1291.8363
4559,1538.4576
4560,1889.8472
4561,1921.9705
4562,1883.3085
4563,1642.4073
4564,2233.3293
4565,1376.4252
4566,2151.32
4567,2272.0725
4568,1657.0145
4569,1987.6605
4570,1347.0626
4571,1585.217
4572,1383.0155
4573,1797.797
4574,2202.9775
4575,1767.6395
4576,1940.8885
4577,1336.3114
4578,2236.7485
4579,1103.2557
4580,618.997
4581,2218.7786
4582,1538.115
4583,2177.1145
4584,1607.068
4585,1062.8448
4586,1899.4036
4587,2189.5427
4588,1530.1002
4589,2400.1558
4590,2098.4993
4591,1550.7593
4592,2089.4512
4593,1894.3422
4594,2260.804
4595,1348.9
4596,1523.8986
4597,1526.673
4598,2121.1072
4599,1896.2155
4600,2269.8694
4601,2419.1792
4602,2144.5051
4603,1609.3624
4604,1682.0358
4605,2157.687
4606,1924.7793
4607,2408.3694
4608,1265.7323
4609,1633.4594
4610,2175.198
4611,2251.298
4612,1852.4266
4613,2215.3098
4614,1989.4475
4615,1396.3832
4616,1940.5908
4617,1561.9624
4618,2003.9554
4619,728.71234
4620,1751.0414
4621,1969.7411
4622,2260.3262
4623,1760.7559
4624,1905.86
4625,1894.6688
4626,2230.1624
4627,1484.5197
4628,2028.1461
4629,1545.2355
4630,1352.6182
4631,2434.0388
4632,1296.078
4633,2490.4866
4634,1293.7584
4635,1479.8466
4636,2123.9006
4637,1048.309
4638,2004.0267
4639,2490.5994
4640,1491.6292
4641,1625.6248
4642,2283.797
4643,1922.2772
4644,2380.8284
4645,2390.9768
4646,2317.7378
4647,1471.4767
4648,1453.4341
4649,2186.0476
4650,2127.3042
4651,1232.2274
4652,1457.1497
4653,1275.8907
4654,1413.8955
4655,1378.2582
4656,1506.7235
4657,1179.7596
4658,1726.7172
4659,2444.1123
4660,1996.4208
4661,1702.5396
4662,1395.0956
4663,1955.5009
4664,2017.2169
4665,2081.6843
4666,1457.024
4667,1581.4374
4668,1636.556
4669,1393.9275
4670,2647.5203
4671,1223.6154
4672,706.5092
4673,1961.1268
4674,1596.4816
4675,2180.8008
4676,1185.0494
4677,1573.2433
4678,1909.0806
4679,2012.7379
4680,1555.6432
4681,1948.4642
4682,1312.1439
4683,2122.6243
4684,1659.2203
4685,1671.1732
4686,2097.8958
4687,1096.8011
4688,2023.8728
4689,2215.552
4690,1195.2885
4691,1958.7592
4692,2406.367
4693,2273.969
4694,1710.7133
4695,2341.908
4696,2145.913
4697,1139.7765
4698,2013.0028
4699,1700.9313
4700,1581.198
4701,2107.5437
4702,1245.9918
4703,1716.007
4704,1510.6069
4705,1787.2543
4706,2000.6504
4707,2169.243
4708,1459.7831
4709,1526.5626
4710,1401.2982
4711,1971.14
4712,1487.5184
4713,1370.473
4714,1704.7963
4715,2376.2078
4716,1705.5873
4717,2159.0002
4718,1489.5809
4719,1799.897
4720,2071.143
4721,2108.198
4722,1758.6792
4723,2023.1278
4724,1865.6857
4725,1889.0253
4726,1546.4398
4727,1593.244
4728,2127.8406
4729,1873.5903
4730,1307.2031
4731,1064.3702
4732,1648.9625
4733,2214.1584
4734,1433.3878
4735,1239.6466
4736,1415.0607
4737,2390.2087
4738,1540.431
4739,1872.2368
4740,2144.057
4741,2040.3544
4742,2053.2742
4743,1689.277
4744,1942.5638
4745,1569.0062
4746,1743.7467
4747,1569.8334
4748,2064.2563
4749,1983.541
4750,2435.4705
4751,1206.1666
4752,1273.6252
4753,1822.6539
4754,2125.3757
4755,2010.4456
4756,1654.3353
4757,1882.4576
4758,1662.328
4759,2078.0894
4760,1170.6637
4761,1364.8583
4762,1235.8082
4763,2278.8333
4764,1852.6769
4765,1630.9121
4766,1752.0083
4767,2110.7258
4768,1450.9974
4769,2512.6382
4770,1504.8588
4771,1870.265
4772,2495.9202
4773,2481.5576
4774,1072.5067
4775,2003.3444
4776,1266.7937
4777,1797.2765
4778,1562.1239
4779,1071.5118
4780,2377.932
4781,2003.0577
4782,1922.9899
4783,1995.1364
4784,2142.4026
4785,1473.8109
4786,2207.9653
4787,1780.6603
4788,2166.8376
4789,1068.0964
4790,2090.348
4791,1982.1842
4792,1518.5314
4793,1673.5045
4794,1921.2994
4795,1396.1613
4796,2486.9172
4797,1408.8617
4798,2393.1287
4799,1085.7562
4800,2152.9688
4801,1351.3427
4802,2539.925
4803,1513.597
4804,2384.0588
4805,1300.0953
4806,1663.8102
4807,839.94867
4808,1781.6666
4809,1764.3712
4810,1918.3031
4811,1381.1061
4812,2109.9465
4813,1683.5105
4814,1906.839
4815,1521.2211
4816,1080.4296
4817,1587.5756
4818,1343.0883
4819,2118.2
4820,1836.2913
4821,2338.1936
4822,2388.9536
4823,2275.2607
4824,1827.5033
4825,1551.5094
4826,1437.1344
4827,1693.2968
4828,1671.7167
4829,2083.7454
4830,1404.4396
4831,2168.1545
4832,1063.7039
4833,1918.7174
4834,2128.2856
4835,2032.8524
4836,1335.6088
4837,1133.6495
4838,2135.9792
4839,1922.3995
4840,1307.5387
4841,1737.7043
4842,1636.6627
4843,2261.4622
4844,1925.319
4845,1072.9545
4846,1947.026
4847,1940.3676
4848,2137.1094
4849,1479.4269
4850,1653.461
4851,2100.9058
4852,1836.1473
4853,2177.9827
4854,1759.0671
4855,1356.1027
4856,1763.7205
4857,1868.5564
4858,1563.8837
4859,1417.5321
4860,2246.6204
4861,2089.329
4862,1407.6129
4863,939.09106
4864,1464.7924
